# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4738-Password never expires.evtx,easy,A,processed,NO,100.0,100.0,YES,4738,,"t.okafor, j.varela",,,,0.0,3.64,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4738, 4738
- Processes: None
- Accounts: t.okafor, j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs show two Event ID 4738 (User Account Management) events where the User Account Control (UAC) flags for user 't.okafor' were modified by 'j.varela'. The first event changed the UAC value from 0x10 (Normal Account) to 0x210 (Normal Account | Account Disabled), and the second event reverted it from 0x210 back to 0x10. This pattern represents a routine administrative action of disabling and then re-enabling a user account, which is not indicative of malicious activity."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4720-Local user created.evtx,easy,A,processed,YES,100.0,83.3,YES,"4720, 4732",,"hacking-local-acct, j.varela",,,,0.0,3.16,5.0,2.0,4.0,2,13.0,C,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4720, 4732
- Processes: None
- Accounts: hacking-local-acct, j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The creation of a local account explicitly named ""hacking-local-acct"" by user ""j.varela"" is a strong indicator of malicious intent or compromise, as such naming conventions are not typical for legitimate administrative tasks. The immediate addition of this suspicious account to the local ""Users"" group within seconds of its creation confirms the establishment of unauthorized persistent access."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID60-High volume file downloaded with BITS.evtx,easy,A,processed,NO,100.0,83.3,YES,"3, 5, 59, 60",,CORPNB\j.varela,,https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso,,0.0,4.30,5.0,5.0,4.0,1,15.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 3, 5, 59, 60
- Processes: None
- Accounts: CORPNB\j.varela
- Commands: None
- Network: https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso
- Registry: None

EXPLANATION:
The logs show a user downloading a large, legitimate Ubuntu Linux ISO file via BITS, which is a common administrative or development task. There are no indicators of malicious activity such as suspicious processes, unauthorized registry changes, or connections to known malicious infrastructure."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4688-sqlcmd tool abuse in SQL Server.evtx,easy,A,processed,NO,100.0,100.0,YES,4688,"C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\SQLCMD.EXE, C:\Windows\System32\cmd.exe",j.varela,"sqlcmd  -S .\RADAR,2020",,,0.0,3.19,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\SQLCMD.EXE, C:\Windows\System32\cmd.exe
- Accounts: j.varela
- Commands: sqlcmd  -S .\RADAR,2020
- Network: None
- Registry: None

EXPLANATION:
The event shows a user executing the legitimate SQL Server command-line utility (SQLCMD.EXE) to connect to a local database instance named ""RADAR"". This activity is consistent with routine database administration or application testing and does not exhibit characteristics of malicious behavior such as privilege escalation or unauthorized access."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID12-LSA Protect mode enabled RunAsPPL.evtx,easy,D,processed,NO,100.0,100.0,YES,"14, 12",,,,,,0.0,2.33,6.0,4.0,4.0,1,15.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 14, 12
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs contain only routine system events (Event IDs 12 and 14) generated by the Microsoft-Windows-Wininit provider, which typically relate to system initialization or configuration states. There are no suspicious processes, user accounts, commands, or network indicators present that would suggest malicious activity."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4664-symbolic link created.evtx,easy,A,processed,NO,100.0,100.0,YES,4664,,Admin,,,,0.0,2.29,6.0,5.0,4.0,1,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4664
- Processes: None
- Accounts: Admin
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The event indicates a file handle was created for a Sysmon configuration file by the Admin user, which is a routine administrative action. There are no indicators of malicious activity such as suspicious process execution, network connections, or unauthorized access patterns in this single event."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4673-Privilege SeMachineAccountPrivilege called.evtx,easy,A,processed,NO,100.0,100.0,YES,4673,C:\Windows\System32\lsass.exe,t.okafor,,,,0.0,2.57,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4673
- Processes: C:\Windows\System32\lsass.exe
- Accounts: t.okafor
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The event records a single instance of a user exercising the SeMachineAccountPrivilege, which is a standard privilege assignment often seen in legitimate administrative tasks or system operations. There is no evidence of malicious intent, such as privilege escalation chains, suspicious command execution, or network-based attacks, within this isolated log entry."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4717-4718-System security granded to account.evtx,easy,A,processed,NO,100.0,100.0,YES,"4717, 4718",,j.varela,,,,0.0,2.84,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4717, 4718
- Processes: None
- Accounts: j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs show the removal of a ""Deny Service Logon Right"" privilege (SeDenyServiceLogonRight) for a specific user, which is a routine administrative action to grant or restore service logon capabilities. There are no indicators of malicious activity such as privilege escalation to high-privilege groups, suspicious command execution, or unauthorized access attempts."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID5136-4662 sensitive GPO edited.evtx,easy,A,processed,NO,100.0,100.0,YES,"4662, 5136",,"j.varela, SRV1102$, DC0901$",,,,0.0,8.58,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4662, 5136
- Processes: None
- Accounts: j.varela, SRV1102$, DC0901$
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs show a user (j.varela) modifying a Group Policy Object (GPO) attribute (versionNumber) and subsequent access by system accounts (SRV1102$, DC0901$) to GPO-related objects. This pattern is consistent with routine Group Policy updates and replication or processing activities, as the GPO version increment triggers system accounts to access the updated policy objects. There are no indicators of privilege escalation, unauthorized access, or malicious command execution."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4964-Login of a member of a special group.evtx,easy,A,processed,NO,100.0,100.0,YES,4964,,"LOCAL SERVICE, DC0901$, j.varela",,,,0.0,4.69,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4964
- Processes: None
- Accounts: LOCAL SERVICE, DC0901$, j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
Event ID 4964 indicates a special group membership was assigned to a user account, which is a routine administrative or system event rather than an attack indicator. The events show standard system accounts (LOCAL SERVICE, DC0901$) assigning group memberships to a user (j.varela) without any accompanying suspicious process execution, network connections, or registry modifications."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID5124-OCSP security settings changed.evtx,easy,A,processed,NO,100.0,100.0,YES,"5121, 5120, 5123, 5124",,j.varela,,,,0.0,3.94,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 5121, 5120, 5123, 5124
- Processes: None
- Accounts: j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The events indicate routine administrative configuration changes to the OCSP (Online Certificate Status Protocol) service, including setting cache limits, thread counts, and audit filters. The user j.varela is modifying system settings and security permissions for the OCSP service, which is a standard maintenance task rather than an attack indicator. There are no signs of privilege escalation, unauthorized access, or malicious command execution."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID1-SYSMON driver unload (FilterManager).evtx,easy,A,processed,NO,100.0,100.0,YES,1,,,,,,0.0,2.18,6.0,4.0,4.0,1,15.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The event indicates the successful loading of the SysmonDrv driver, which is a standard system component used for monitoring and logging. There are no indicators of malicious activity, such as unauthorized processes, suspicious commands, or network connections, in this isolated event."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID13-Defender service configuration disabled.evtx,easy,A,processed,NO,100.0,83.3,YES,13,C:\Windows\system32\services.exe,,,,HKLM\System\CurrentControlSet\Services\WdNisDrv\Start,0.0,3.22,5.0,5.0,4.0,3,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 13, 13
- Processes: C:\Windows\system32\services.exe
- Accounts: None
- Commands: None
- Network: None
- Registry: HKLM\System\CurrentControlSet\Services\WdNisDrv\Start

EXPLANATION:
The events show the Windows Service Control Manager (services.exe) setting the 'Start' value for the Windows Defender Network Inspection Service (WdNisDrv) to 3 (Manual), which is a standard system configuration change. There is no evidence of malicious process injection, unauthorized access, or suspicious command execution, as the activity originates from a trusted system binary modifying a standard service configuration."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID8-Module Virtualization disabled (Credential Guard).evtx,easy,A,processed,NO,100.0,100.0,YES,"8, 10, 7, 9",,,,,,0.0,7.41,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 8, 10, 7, 9
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs display standard Windows Servicing events (Event IDs 7, 8, 9, 10) related to the installation and state changes of optional Windows components such as Windows Defender, Printing features, and Hyper-V. All recorded operations show successful completion with error code 0x0, indicating routine system maintenance or feature enablement rather than malicious activity. There are no suspicious processes, accounts, or network indicators present in the data."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4739-Domain policy changed by non system account.evtx,easy,A,processed,NO,100.0,100.0,YES,4739,,j.varela,,,,0.0,2.72,6.0,6.0,4.0,2,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4739
- Processes: None
- Accounts: j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
Event ID 4739 indicates a change in domain policy, but all specific policy values (such as password length, lockout thresholds, and audit settings) are recorded as ""-"" (unchanged or not applicable). Since no actual configuration changes were made and no suspicious commands or network connections are present, this represents routine administrative activity or a null change rather than an attack."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-mmc-c-windows-system32-services-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, explorer.exe",WKS6631\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\services.msc"" , C:\Windows\Explorer.EXE",,,0.0,3.75,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, explorer.exe
- Accounts: WKS6631\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\services.msc"" , C:\Windows\Explorer.EXE
- Network: None
- Registry: None

EXPLANATION:
The event shows the Administrator user launching the Microsoft Management Console (mmc.exe) to view the Services management snap-in (services.msc), which is a standard administrative task. There are no indicators of malicious behavior, such as suspicious command lines, network connections, or unauthorized privilege escalation, making this routine system administration activity."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-mmc-c-windows-system32-eventvwr-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, explorer.exe",WKS6631\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\eventvwr.msc"" /s, C:\Windows\Explorer.EXE",,,0.0,2.94,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, explorer.exe
- Accounts: WKS6631\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\eventvwr.msc"" /s, C:\Windows\Explorer.EXE
- Network: None
- Registry: None

EXPLANATION:
The event shows the Microsoft Management Console (mmc.exe) launching the Event Viewer (eventvwr.msc) from explorer.exe, which is a standard administrative task. There are no indicators of malicious behavior such as suspicious command lines, network connections, or registry modifications."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-mmc-c-windows-system32-secpol-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, ServerManager.exe",WKS6631\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\secpol.msc"" /s, ""C:\Windows\system32\ServerManager.exe""",,,0.0,3.11,6.0,5.0,4.0,1,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, ServerManager.exe
- Accounts: WKS6631\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\secpol.msc"" /s, ""C:\Windows\system32\ServerManager.exe"" 
- Network: None
- Registry: None

EXPLANATION:
The event shows the Microsoft Management Console (mmc.exe) launching the Local Security Policy editor (secpol.msc) from Server Manager, which is a standard administrative task. There are no indicators of malicious behavior, such as suspicious command lines, unusual parent-child process relationships, or network connections."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-rundll32-appxdeploymentextensions-onecore-dll-shellrefres.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\rundll32.exe, C:\Windows\System32\svchost.exe","WKS6631\Administrator, NT AUTHORITY\SYSTEM","rundll32.exe AppXDeploymentExtensions.OneCore.dll,ShellRefresh, C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc",,,0.0,3.82,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\rundll32.exe, C:\Windows\System32\svchost.exe
- Accounts: WKS6631\Administrator, NT AUTHORITY\SYSTEM
- Commands: rundll32.exe AppXDeploymentExtensions.OneCore.dll,ShellRefresh, C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc
- Network: None
- Registry: None

EXPLANATION:
The event shows `rundll32.exe` executing a standard Windows component (`AppXDeploymentExtensions.OneCore.dll`) triggered by the legitimate `svchost.exe` service host for the AppX service. This is routine system maintenance activity related to Windows Store app deployment and does not indicate malicious behavior."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-mmc-c-windows-system32-comexp-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, ServerManager.exe",WKS6631\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\comexp.msc"" , ""C:\Windows\system32\ServerManager.exe""",,,0.0,2.98,6.0,5.0,4.0,1,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, ServerManager.exe
- Accounts: WKS6631\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\comexp.msc"" , ""C:\Windows\system32\ServerManager.exe"" 
- Network: None
- Registry: None

EXPLANATION:
The event shows the Microsoft Management Console (mmc.exe) launching the Component Services snap-in (comexp.msc) from Server Manager, which is a standard administrative task. There are no indicators of malicious behavior, such as suspicious command lines, unusual parent-child process relationships, or network connections."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-mmc-c-windows-system32-gpedit-msc.csv,,,processed,NO,100.0,87.5,YES,1,"mmc.exe, sihost.exe",WKS6631\Administrator,"""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpedit.msc",,,0.0,2.69,5.2,5.0,4.0,2,16.2,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, sihost.exe
- Accounts: WKS6631\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpedit.msc
- Network: None
- Registry: None

EXPLANATION:
The event shows the Microsoft Management Console (mmc.exe) launching the Group Policy Editor (gpedit.msc), which is a standard administrative task. There are no indicators of malicious behavior, such as suspicious command lines, network connections, or unauthorized access patterns."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-dism-online.csv,,,processed,NO,100.0,100.0,YES,1,Dism.exe,WKS6631\Administrator,"C:\Windows\system32\dism.exe /online /logpath:""C:\Windows\debug\DNS-Server-Full-Role_install.dcpromoui_cbs.log"" /norestart /quiet /Enable-Feature /FeatureName:DNS-Server-Full-Role /FeatureName:DNS-Server-Tools /all",,,0.0,3.86,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: Dism.exe
- Accounts: WKS6631\Administrator
- Commands: C:\Windows\system32\dism.exe /online /logpath:""C:\Windows\debug\DNS-Server-Full-Role_install.dcpromoui_cbs.log"" /norestart /quiet /Enable-Feature /FeatureName:DNS-Server-Full-Role /FeatureName:DNS-Server-Tools /all
- Network: None
- Registry: None

EXPLANATION:
The event shows the legitimate Microsoft utility Dism.exe being used to install DNS Server features, which is a standard administrative task. The command line arguments are consistent with enabling Windows features, and there are no indicators of malicious behavior such as suspicious parent processes or unusual network connections."
