# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
claude-opus-4-8,ID4738-Password never expires.evtx,easy,A,processed,YES,100.0,100.0,YES,4738,,"hack1, admmig",,,,0.0,35.33,6.0,2.0,4.0,3,15.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4738, 4738
- Processes: None
- Accounts: hack1, admmig
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
Two paired 4738 account-change events on the same target (hack1) by the same actor (admmig) within ~2 seconds show the UAC flag being set (0x10 → 0x210, enabling DONT_REQUIRE_PREAUTH / %%2089) and then reverted (0x210 → 0x10). This toggling of ""Do not require Kerberos preauthentication"" is a classic AS-REP roasting setup, where the attacker briefly enables the flag to harvest a crackable hash, then reverts to avoid detection."
claude-opus-4-8,ID4720-Local user created.evtx,easy,A,processed,YES,100.0,83.3,YES,"4720, 4732",,"hacking-local-acct, admmig",,,,0.0,8.69,5.0,2.0,4.0,4,15.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4720, 4732
- Processes: None
- Accounts: hacking-local-acct, admmig
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
A new local account named ""hacking-local-acct"" was created (4720) on jump01.offsec.lan and immediately added to the Builtin Users group (4732) by the same actor ""admmig"" within the same fraction of a second. The suspicious account naming combined with the rapid create-then-group-add sequence on a jump host indicates intentional persistence/backdoor account creation rather than routine administration."
claude-opus-4-8,ID60-High volume file downloaded with BITS.evtx,easy,A,processed,NO,100.0,83.3,YES,"3, 5, 59, 60",,OFFSEC\admmig,,https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso,,0.0,3.81,5.0,6.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 3, 5, 59, 60
- Processes: None
- Accounts: OFFSEC\admmig
- Commands: None
- Network: https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso
- Registry: None

EXPLANATION:
These events show BITS transfer jobs by OFFSEC\admmig downloading the official Ubuntu 20.04.3 desktop ISO from the legitimate releases.ubuntu.com domain. The activity is a routine, large file download from a trusted source with no suspicious payloads, commands, or registry modifications, consistent with benign administrative behavior."
claude-opus-4-8,ID4688-sqlcmd tool abuse in SQL Server.evtx,easy,A,processed,NO,100.0,100.0,YES,4688,"SQLCMD.EXE, cmd.exe",admmig,"sqlcmd  -S .\RADAR,2020",,,0.0,3.15,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4688
- Processes: SQLCMD.EXE, cmd.exe
- Accounts: admmig
- Commands: sqlcmd  -S .\RADAR,2020
- Network: None
- Registry: None

EXPLANATION:
This event shows the account admmig launching SQLCMD.EXE from cmd.exe to connect to a local SQL Server instance (.\RADAR,2020), which is routine database administration activity. There is no evidence of privilege escalation, suspicious network connections, or malicious command execution in this single event."
claude-opus-4-8,ID12-LSA Protect mode enabled RunAsPPL.evtx,easy,D,processed,NO,100.0,100.0,YES,"14, 12",,,,,,0.0,3.08,6.0,4.0,4.0,1,15.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 14, 12
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
These are routine Microsoft-Windows-Wininit system events (Event IDs 14 and 12) related to ChkDsk/boot configuration status on WIN10-client01.offsec.lan. There are no processes, accounts, commands, or network indicators suggesting malicious activity, and the events reflect normal system initialization behavior."
claude-opus-4-8,ID4664-symbolic link created.evtx,easy,A,processed,NO,100.0,100.0,YES,4664,,Admin,,,,0.0,3.28,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4664
- Processes: None
- Accounts: Admin
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
Event ID 4664 records the creation of a hard link, in this case for a Sysmon configuration file (sysmonconf.xml) within the Admin user's Downloads folder. This is routine file system activity consistent with setting up or configuring Sysmon monitoring, with no privilege escalation, suspicious commands, or network indicators present."
claude-opus-4-8,ID4673-Privilege SeMachineAccountPrivilege called.evtx,easy,A,processed,NO,100.0,100.0,YES,4673,C:\Windows\System32\lsass.exe,hack1,,,,0.0,4.25,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4673
- Processes: C:\Windows\System32\lsass.exe
- Accounts: hack1
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
This is a single Event 4673 (privileged service called) involving SeMachineAccountPrivilege invoked through lsass.exe and the Security Account Manager, which is normal behavior for machine account operations. In isolation there is no privilege escalation chain, no suspicious process, and no sequence of events indicating attack behavior. Although the username ""hack1"" is suggestive, the event itself reflects routine SAM/LSASS activity and cannot be confirmed malicious on its own."
claude-opus-4-8,ID5136-4662 sensitive GPO edited.evtx,easy,A,processed,YES,100.0,100.0,YES,"4662, 5136",,"admmig, FS02$, ROOTDC1$",,,,0.0,5.80,6.0,2.0,4.0,4,16.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4662, 5136
- Processes: None
- Accounts: admmig, FS02$, ROOTDC1$
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The account admmig modified a groupPolicyContainer object's versionNumber (5136 events incrementing 1 to 2) under CN=POLICIES,CN=SYSTEM,DC=OFFSEC,DC=LAN, indicating a GPO change on the domain controller. This is followed by repeated 4662 directory-object access events tied to user objects (objectClass user GUID bf967a86) by FS02$ and SYSTEM, consistent with a GPO-based privilege escalation/abuse pattern targeting domain accounts. The combination of a policy edit immediately preceding directory object access on a domain controller is a suspicious escalation chain rather than routine activity."
claude-opus-4-8,ID4964-Login of a member of a special group.evtx,easy,A,processed,YES,100.0,100.0,YES,4964,,"admmig, LOCAL SERVICE, ROOTDC1$",,,,0.0,7.62,6.0,1.0,4.0,3,14.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4964
- Processes: None
- Accounts: admmig, LOCAL SERVICE, ROOTDC1$
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
Event 4964 (""Special groups have been assigned to a new logon"") repeatedly fires for the account admmig with the same monitored SID (S-1-5-21-4230534742-2542757381-3142984815-1613) appearing in the SidList across many rapid logons on a domain controller (rootdc1.offsec.lan). The repeated special-privilege group membership assigned to a single admin-style account in a short burst on a DC is consistent with privileged credential abuse/lateral movement rather than routine activity."
claude-opus-4-8,ID5124-OCSP security settings changed.evtx,easy,A,processed,NO,100.0,100.0,YES,"5121, 5120, 5123, 5124",,admmig,,,,0.0,3.66,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 5121, 5120, 5123, 5124
- Processes: None
- Accounts: admmig
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
These events (5120/5121/5123/5124) reflect routine Online Responder/OCSP configuration changes on a PKI server, including cache entries, thread counts, audit filters, and security setting updates performed by the administrative account admmig. The changes are consistent with normal certificate services administration and show no privilege escalation, suspicious processes, or network indicators."
claude-opus-4-8,ID1-SYSMON driver unload (FilterManager).evtx,easy,A,processed,NO,100.0,100.0,YES,1,,,,,,0.0,2.69,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
This is a Microsoft-Windows-FilterManager Event ID 1 indicating a file system filter driver (SysmonDrv) successfully registered with a final status of 0x0 (success). This is routine system activity associated with the loading of the Sysmon monitoring driver and shows no signs of malicious behavior."
claude-opus-4-8,ID13-Defender service configuration disabled.evtx,easy,A,processed,NO,100.0,83.3,YES,13,C:\Windows\system32\services.exe,,,,HKLM\System\CurrentControlSet\Services\WdNisDrv\Start,0.0,4.23,5.0,5.0,4.0,3,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 13
- Processes: C:\Windows\system32\services.exe
- Accounts: None
- Commands: None
- Network: None
- Registry: HKLM\System\CurrentControlSet\Services\WdNisDrv\Start

EXPLANATION:
The registry SetValue operations were performed by the legitimate services.exe process (PID 648) modifying the Start value of the WdNisDrv service (Windows Defender Network Inspection driver) to DWORD 0x00000003 (manual/demand start). This is normal service configuration behavior consistent with standard Windows service management and shows no signs of privilege escalation, persistence, or malicious tampering."
claude-opus-4-8,ID8-Module Virtualization disabled (Credential Guard).evtx,easy,A,processed,NO,100.0,100.0,YES,"8, 10, 7, 9","DISM Package Manager Provider, Windows Optional Component Manager",,,"N900B7FFD.kapsch.co.at, N900B7FFD.kbceu.kbcnet.tech",,0.0,5.99,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 8, 10, 7, 9
- Processes: DISM Package Manager Provider, Windows Optional Component Manager
- Accounts: None
- Commands: None
- Network: N900B7FFD.kapsch.co.at, N900B7FFD.kbceu.kbcnet.tech
- Registry: None

EXPLANATION:
These are routine Windows Servicing (CBS) events showing optional component and update state changes (initiation, installation, completion) for standard Microsoft packages such as Windows Defender definitions, printing features, Media Player, WSL, and VirtualMachinePlatform. All operations completed with ErrorCode 0x0 via legitimate servicing clients (DISM Package Manager Provider and Windows Optional Component Manager), consistent with normal update/feature management. There is no evidence of privilege escalation, suspicious commands, or attacker activity."
claude-opus-4-8,ID4739-Domain policy changed by non system account.evtx,easy,A,processed,NO,100.0,100.0,YES,4739,,admmig,,,,0.0,3.68,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4739
- Processes: None
- Accounts: admmig
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
Event ID 4739 indicates a domain policy was changed by the account ""admmig"" on rootdc1.offsec.lan, but all policy fields (password age, lockout, machine account quota, etc.) show ""-"" meaning no values were captured. As a single isolated event with no escalation chain, suspicious commands, or altered policy values shown, this appears to be routine domain administration activity rather than a clear attack signal."
claude-opus-4-8,ID4908-Special group table changed.evtx,easy,A,processed,YES,100.0,100.0,YES,4908,,"S-1-5-21-4230534742-2542757381-3142984815-1613, S-1-5-21-4230534742-2542757381-3142984815-1614, S-1-5-21-4230534742-2542757381-3142984815-1615",,,,0.0,4.64,6.0,2.0,4.0,3,15.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4908
- Processes: None
- Accounts: S-1-5-21-4230534742-2542757381-3142984815-1613, S-1-5-21-4230534742-2542757381-3142984815-1614, S-1-5-21-4230534742-2542757381-3142984815-1615
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
Event 4908 indicates changes to the ""Special Groups"" logon table on the domain controller rootdc1.offsec.lan, and the repeated modifications show new SIDs being progressively added (1613, 1614, then 1615). Manipulating the Special Groups auditing list to insert custom SIDs is an attacker technique used to track or selectively control auditing of privileged accounts, and the sequential additions on a DC indicate deliberate tampering rather than routine activity."
claude-opus-4-8,BENIGN-ID1-mmc-c-windows-system32-services-msc.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\mmc.exe, C:\Windows\explorer.exe",WIN-FPV0DSIC9O6\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\services.msc""",,,0.0,6.97,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\mmc.exe, C:\Windows\explorer.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\services.msc""
- Network: None
- Registry: None

EXPLANATION:
This event shows the Microsoft Management Console (mmc.exe) launching the Services snap-in (services.msc), spawned by explorer.exe under an interactive Administrator session. This is standard, signed Microsoft system administration activity with a legitimate parent-child relationship and expected file path. There are no indicators of malicious behavior such as suspicious command lines, abnormal parent processes, or network connections."
claude-opus-4-8,BENIGN-ID1-mmc-c-windows-system32-eventvwr-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, explorer.exe",WIN-FPV0DSIC9O6\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\eventvwr.msc"" /s",,,0.0,3.89,6.0,6.0,4.0,2,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, explorer.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\eventvwr.msc"" /s
- Network: None
- Registry: None

EXPLANATION:
This event shows mmc.exe launching the Event Viewer snap-in (eventvwr.msc) from explorer.exe, a normal administrative action when an admin opens Event Viewer. The signed Microsoft binary, standard command line, and benign parent process all indicate routine system administration rather than malicious activity."
claude-opus-4-8,BENIGN-ID1-mmc-c-windows-system32-secpol-msc.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\mmc.exe, C:\Windows\System32\ServerManager.exe",WIN-FPV0DSIC9O6\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\secpol.msc"" /s",,,0.0,4.20,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\mmc.exe, C:\Windows\System32\ServerManager.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\secpol.msc"" /s
- Network: None
- Registry: None

EXPLANATION:
This event shows the Microsoft Management Console (mmc.exe) launching the Local Security Policy snap-in (secpol.msc) from ServerManager.exe, a normal administrative workflow. The signed Microsoft binaries, standard system paths, and legitimate administrator context indicate routine system configuration activity rather than an attack."
claude-opus-4-8,BENIGN-ID1-rundll32-appxdeploymentextensions-onecore-dll-shellrefres.csv,,,processed,NO,100.0,100.0,YES,1,"rundll32.exe, svchost.exe","WIN-FPV0DSIC9O6\Administrator, NT AUTHORITY\SYSTEM","rundll32.exe AppXDeploymentExtensions.OneCore.dll,ShellRefresh, C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc",,,0.0,10.10,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: rundll32.exe, svchost.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator, NT AUTHORITY\SYSTEM
- Commands: rundll32.exe AppXDeploymentExtensions.OneCore.dll,ShellRefresh, C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc
- Network: None
- Registry: None

EXPLANATION:
This event shows rundll32.exe launched by svchost.exe running the AppXSvc service, executing the legitimate signed Microsoft AppXDeploymentExtensions.OneCore.dll with the ShellRefresh function. The parent-child relationship (AppXSvc spawning rundll32 for app deployment shell refresh) and the Microsoft-signed binaries from System32 are consistent with normal Windows AppX servicing activity. There are no suspicious command-line arguments, network indicators, or unusual paths to suggest malicious behavior."
claude-opus-4-8,BENIGN-ID1-mmc-c-windows-system32-comexp-msc.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\mmc.exe, C:\Windows\System32\ServerManager.exe",WIN-FPV0DSIC9O6\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\comexp.msc"", ""C:\Windows\system32\ServerManager.exe""",,,0.0,4.33,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\mmc.exe, C:\Windows\System32\ServerManager.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\comexp.msc"", ""C:\Windows\system32\ServerManager.exe""
- Network: None
- Registry: None

EXPLANATION:
This event shows the Microsoft Management Console (mmc.exe) launching the Component Services snap-in (comexp.msc) from Server Manager, all signed Microsoft binaries running from standard system paths. This is normal administrative activity by an Administrator account, with no suspicious command lines, network connections, or registry modifications. The parent-child relationship (ServerManager.exe spawning mmc.exe) is expected behavior during routine server administration."
