# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID4738-Password never expires.evtx,easy,A,processed,YES,100.0,100.0,YES,4738,,"hack1, admmig",,rootdc1.offsec.lan,,0.0,36.97,6.0,2.0,4.0,4,16.0,B,"Wait, I need to be careful with the exact formatting. I will copy-paste the template and fill it in.
   Let's produce it. 
   [Output Generation] -> *Proceeds*
   *(Note: I'll make sure the output strictly follows the requested structure without any extra text, as instructed.)*
   All steps verified. Output matches.✅
   [Final Output Generation] (Proceeds)
   *(Self-Correction/Verification during output prep)*: I notice the prompt says ""list any usernames you found"". I'll list ""hack1, admmig"". 
   The prompt says ""list only exact IPs/hostnames copied verbatim from the logs; otherwise ""None"""". I have ""rootdc1.offsec.lan"".
   Everything is correct.
   Output matches exactly.✅
   [Done] 
   *(Proceeds to output)*
</think>

MALICIOUS: YES

EVIDENCE:
- Event IDs: 4738
- Processes: None
- Accounts: hack1, admmig
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION:
The logs show two rapid 4738 events where the UserAccountControl flags for account hack1 are toggled between 0x10 and 0x210 by admmig within two seconds. This quick modification of account properties, specifically enabling and disabling the ""Password never expires"" flag, is atypical for routine administration and strongly suggests automated or malicious privilege manipulation. The sequential state changes on the same identifier indicate an attempt to test permissions or escalate access."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID4720-Local user created.evtx,easy,A,processed,YES,100.0,83.3,YES,"4720, 4732",,"hacking-local-acct, admmig",,,,0.0,36.86,5.0,2.0,4.0,4,15.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4720, 4732
- Processes: None
- Accounts: hacking-local-acct, admmig
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs show a rapid, sequential pattern where Event ID 4720 creates the local account `hacking-local-acct` and Event ID 4732 immediately adds it to the local `Users` group, both executed by `admmig` within milliseconds on the same host. The account is configured with UAC flag `%%2082` (Do not require Kerberos preauthentication), which is a well-known technique used to enable Pass-the-Hash attacks or facilitate credential theft. This paired state change on a suspiciously named account strongly indicates an attacker establishing a backdoor for unauthorized access and lateral movement."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID60-High volume file downloaded with BITS.evtx,easy,A,error,NO,0.0,0.0,NO,,,,,,,,67.42,,,,,,,"EXPLANATION: [2-3 sentences]

   I will draft the explanation carefully to match the evidence and rules.
   ""The logs show a BITS transfer job initiated by the administrative account OFFSEC\admmig to download a large Ubuntu ISO file from a legitimate release URL. The transfer encountered a timeout or connection error (hr: 262152) after downloading approximately 2.32 GB of the 2.86 GB file. This pattern is consistent with routine administrative software distribution or OS deployment rather than malicious activity.""

   Check constraints:
   - EXACT format? Yes.
   - No extra text? Yes.
   - Verbatim evidence? Yes.
   - 2-3 sentences? Yes.
   - All fields present? Yes.

   One minor thing: The prompt says ""Network: [list only exact IPs/hostnames copied verbatim from the logs; otherwise ""None""]"". The URL contains a hostname `releases.ubuntu.com`. I will list the full URL as it appears, or just the hostname? The prompt says ""exact IPs/hostnames copied verbatim"". I'll put the full URL as it's the only network indicator, or just `releases.ubuntu.com`. I'll stick to the full URL string as it's the exact verbatim network indicator in the log. Actually, the prompt says ""list only exact IPs/hostnames copied verbatim from the logs"". I'll just put the URL as is, since it's the only network data. Or I'll extract `releases.ubuntu.com`. I'll use the full URL to be safe, or just `https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso`. The prompt says ""Network: [list only exact IPs/hostnames copied verbatim from the logs; otherwise ""None""]"". I'll list the URL.

   Let's verify Event IDs: 3, 5, 59, 60. (Event 3 appears twice, Event 5 appears twice, but I'll list unique ones or all? I'll list unique: 3, 5, 59, 60)
   Processes: None
   Accounts: OFFSEC\admmig
   Commands: None
   Network: https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso
   Registry: None

   All good. Output matches exactly.
   One check: ""hr: 262152"" is in the log. I won't put it in evidence unless needed, but it's not requested.
   I will generate the response now. 
   Format check:
   MALICIOUS: NO
   EVIDENCE:
   - Event IDs: 3, 5, 59, 60
   - Processes: None
   - Accounts: OFFSEC\admmig
   - Commands: None
   - Network: https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso
   - Registry: None
   EXPLANATION:
   The logs depict a BITS transfer job initiated by the administrative account OFFSEC\admmig to download a large Ubuntu ISO from a legitimate release URL. The operation encountered a network error (hr: 262152) after transferring approximately 2.32 GB of the 2.86 GB file. This behavior aligns with routine administrative software deployment or OS image staging rather than malicious activity.
   Matches constraints. Proceeds. 
   Self-Correction/Refinement during thought: 
   The prompt says ""Network: [list only exact IPs/hostnames copied verbatim from the logs; otherwise ""None""]"". I will strictly follow this. I'll list `releases.ubuntu.com` as the hostname, or the full URL. I'll stick to the full URL as it's the exact string. Actually, it's safer to just put the URL. I'll keep it.
   All good. Output matches. 
   Generating. 
   [Output Generation] -> *Proceeds*
   *(Self-Correction/Verification during generation prep)*: 
   Wait, the prompt says ""Network: [list only exact IPs/hostnames copied verbatim from the logs; otherwise ""None""]"". I will output `https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso` as it contains the hostname. It's fine.
   Event IDs: 3, 5, 59, 60
   Processes: None
   Accounts: OFFSEC\admmig
   Commands: None
   Network: https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso
   Registry: None
   Explanation: 3 sentences. Matches.
   Ready. 
   Output matches response. 
   [Proceeds] ✅
   *(Note: I will ensure absolutely no extra text, not even markdown formatting if it violates ""EXACT format"", but markdown is usually fine. I'll stick to plain text as requested.)*
   All constraints met. Output matches exactly. 
   `MALICIOUS: NO`
   `EVIDENCE:`
   `- Event IDs: 3, 5, 59, 60`
   `- Processes: None`
   `- Accounts: OFFSEC\admmig`
   `- Commands: None`
   `- Network: https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso`
   `- Registry: None`
   `EXPLANATION:`
   `The logs depict a BITS transfer job initiated by the administrative account OFFSEC\admmig to download a large Ubuntu ISO from a legitimate release URL. The operation encountered a network error (hr: 262152) after transferring approximately 2.32 GB of the 2.86 GB file. This behavior aligns with routine administrative software deployment or OS image staging rather than malicious activity.`
   Perfect.✅
   Output matches. 
   [Final Check of the Prompt]: ""Do not add ANY other text."" -> I will output exactly the requested structure.
   All good. 
   Proceeds. 
   [Output Generation] (matches the final refined version)
   *(Self-Correction/Note during thought)*: I should make sure the network field strictly follows ""list only exact IPs/hostnames copied verbatim from the logs"". I'll just put `releases.ubuntu.com` to be strictly compliant with ""IPs/hostnames"", but the URL is fine too. I'll stick with the full URL as it's the exact verbatim string in the log. Actually, the prompt says ""list only exact IPs/hostnames copied verbatim from the logs; otherwise ""None"""". I'll just put `https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso` as it's the only network indicator. It's fine.
   All set. 
   Output matches response. 
   [Done] 
   *(Proceeds to output)*
</think>

MALICIOUS: NO

EVIDENCE:
- Event IDs: 3, 5, 59, 60
- Processes: None
- Accounts: OFFSEC\admmig
- Commands: None
- Network: https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso
- Registry: None

EXPLANATION:
The logs show a BITS transfer job initiated by the administrative account OFFSEC\admmig to download a large Ubuntu ISO file from a legitimate release URL. The transfer encountered a network error (hr: 262152) after downloading approximately 2.32 GB of the 2.86 GB file. This pattern is consistent with routine administrative software distribution or OS deployment rather than malicious activity."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID4688-sqlcmd tool abuse in SQL Server.evtx,easy,A,processed,NO,100.0,100.0,YES,4688,"C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\SQLCMD.EXE, C:\Windows\System32\cmd.exe","admmig, OFFSEC","sqlcmd  -S .\RADAR,2020",,,0.0,34.03,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\SQLCMD.EXE, C:\Windows\System32\cmd.exe
- Accounts: admmig, OFFSEC
- Commands: sqlcmd  -S .\RADAR,2020
- Network: None
- Registry: None

EXPLANATION:
The event logs a standard process creation where the user admmig launched the legitimate sqlcmd utility from cmd.exe to connect to a local SQL Server instance on a non-default port. This represents routine database administration activity with no indicators of malicious intent, privilege escalation, or suspicious command-line arguments."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID12-LSA Protect mode enabled RunAsPPL.evtx,easy,D,processed,NO,100.0,100.0,YES,"14, 12",,,,,,0.0,26.46,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 14, 12
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The provided logs consist solely of routine Wininit configuration events (IDs 14 and 12) indicating standard system initialization checks with benign parameters like Config: 0 and Level: 4. There are no associated processes, user accounts, commands, network connections, or registry modifications present in the data. This pattern reflects normal background system activity rather than malicious behavior."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID4664-symbolic link created.evtx,easy,A,processed,NO,100.0,100.0,YES,4664,,Admin,,,,0.0,30.34,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4664
- Processes: None
- Accounts: Admin
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
Event ID 4664 is a standard object access audit indicating the Admin user accessed a Sysmon configuration file. There are no indicators of malicious activity such as suspicious commands, network connections, privilege escalation, or unauthorized access patterns. The activity appears to be routine administrative configuration or maintenance."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID4673-Privilege SeMachineAccountPrivilege called.evtx,easy,A,processed,YES,100.0,100.0,YES,4673,C:\Windows\System32\lsass.exe,hack1,,rootdc1.offsec.lan,,0.0,33.58,6.0,2.0,4.0,4,16.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4673
- Processes: C:\Windows\System32\lsass.exe
- Accounts: hack1
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION:
The log shows Event ID 4673 indicating a privileged service call to the Security Account Manager using SeMachineAccountPrivilege. This privilege allows the creation of computer accounts in the domain, which is frequently abused by attackers for lateral movement, AS-REP Roasting, or DCSync attacks. The use of this high-level privilege by the account hack1 via lsass.exe indicates suspicious domain manipulation activity."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID4717-4718-System security granded to account.evtx,easy,A,processed,YES,100.0,100.0,YES,"4717, 4718",,admmig,,fs02.offsec.lan,,0.0,35.11,6.0,2.0,4.0,3,15.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4717, 4718
- Processes: None
- Accounts: admmig
- Commands: None
- Network: fs02.offsec.lan
- Registry: None

EXPLANATION:
The logs show a paired state change where the admmig account grants and then immediately removes the SeDenyServiceLogonRight user right assignment for the same target SID. This rapid modification of sensitive privilege assignments is a known technique for manipulating account access controls, often used to escalate privileges or bypass security restrictions. The sequential nature of these events by a single actor indicates deliberate attack behavior rather than routine administration."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID5136-4662 sensitive GPO edited.evtx,easy,A,processed,YES,100.0,100.0,YES,"4662, 5136",,"admmig, FS02$, ROOTDC1$",,,,0.0,38.56,6.0,2.0,4.0,2,14.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4662, 5136
- Processes: None
- Accounts: admmig, FS02$, ROOTDC1$
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs show the account `admmig` modifying a Group Policy Container's `versionNumber` attribute and security descriptor, followed by computer accounts `FS02$` and `ROOTDC1$` reading and writing `ms-DS-GroupPolicyEnvironment` attributes. This sequential pattern indicates active Group Policy modification and forced client processing, a known technique for deploying malicious configurations or executing code via GPO abuse."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID4964-Login of a member of a special group.evtx,easy,A,processed,NO,100.0,100.0,YES,4964,,"LOCAL SERVICE, ROOTDC1$, admmig, NT AUTHORITY, OFFSEC",,,,0.0,35.52,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4964
- Processes: None
- Accounts: LOCAL SERVICE, ROOTDC1$, admmig, NT AUTHORITY, OFFSEC
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs exclusively show Event ID 4964 (Special Logon) where system accounts (LOCAL SERVICE, ROOTDC1$) are performing privileged logons for the admmig account. This pattern is consistent with automated system processes, group policy processing, or administrative tooling adding elevated group memberships to a token, rather than malicious activity. No suspicious processes, commands, or external network indicators are present."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID5124-OCSP security settings changed.evtx,easy,A,processed,NO,100.0,100.0,YES,"5121, 5120, 5123, 5124",,admmig,,,,0.0,33.14,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 5121, 5120, 5123, 5124
- Processes: None
- Accounts: admmig
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs document routine administrative configuration changes to a PKI/OCSP server performed by the `admmig` account, including adjustments to cache/thread limits, audit filters, and security permissions. There is no evidence of privilege escalation, lateral movement, or unauthorized access patterns that would indicate malicious activity."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID1-SYSMON driver unload (FilterManager).evtx,easy,A,processed,NO,100.0,100.0,YES,1,SysmonDrv,,,,,0.0,30.99,6.0,6.0,4.0,2,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: SysmonDrv
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
This event indicates the successful loading of the SysmonDrv driver by the Windows Filter Manager, as shown by a FinalStatus of 0x0. There are no suspicious accounts, commands, network connections, or registry modifications present in the log. The activity is consistent with routine system initialization or monitoring agent deployment rather than malicious behavior."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID13-Defender service configuration disabled.evtx,easy,A,processed,NO,100.0,83.3,YES,13,C:\Windows\system32\services.exe,,,,HKLM\System\CurrentControlSet\Services\WdNisDrv\Start,0.0,25.25,5.0,6.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 13
- Processes: C:\Windows\system32\services.exe
- Accounts: None
- Commands: None
- Network: None
- Registry: HKLM\System\CurrentControlSet\Services\WdNisDrv\Start

EXPLANATION:
The logs show services.exe performing a standard registry modification to set the Start value for the WdNisDrv service to 3, which configures the service startup type to manual. This is a routine administrative action executed by a legitimate Windows system process, with no suspicious accounts, commands, or network activity present. Therefore, the events represent normal system configuration rather than malicious behavior."
<lmstudio-models>/unsloth\Qwen3.6-35B-A3B-GGUF\Qwen3.6-35B-A3B-UD-Q4_K_M.gguf,ID8-Module Virtualization disabled (Credential Guard).evtx,easy,A,processed,NO,100.0,100.0,YES,"7, 8, 9, 10",,,,,,0.0,37.89,6.0,4.0,4.0,2,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 7, 8, 9, 10
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The provided logs consist exclusively of Microsoft-Windows-Servicing events (IDs 7, 8, 9, 10) documenting routine Windows optional feature installations and updates via DISM and CBS. All operations report successful completion (ErrorCode 0x0 or empty) and involve standard system components like printing services, media playback, WSL, and Hyper-V platform. There are no indicators of malicious activity, unauthorized privilege escalation, or suspicious command execution."
