# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
qwen3.6-27b,ID4738-Password never expires.evtx,easy,A,processed,YES,100.0,100.0,YES,4738,,"hack1, admmig",,rootdc1.offsec.lan,,0.0,143.08,6.0,2.0,4.0,3,15.0,B,"

MALICIOUS: YES

EVIDENCE:
- Event IDs: 4738, 4738
- Processes: None
- Accounts: hack1, admmig
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION:
The logs show two Event ID 4738 entries occurring within a two-second window, where the account admmig rapidly toggles the User Account Control flags for the hack1 account between 0x10 and 0x210. This rapid, repetitive modification of account properties is a known attack pattern used to manipulate account states, such as bypassing lockout mechanisms or resetting password history timestamps. Therefore, the sequential state changes on the same identifier indicate malicious activity rather than routine administration."
qwen3.6-27b,ID4720-Local user created.evtx,easy,A,processed,YES,100.0,83.3,YES,"4720, 4732",,"hacking-local-acct, admmig",,jump01.offsec.lan,,0.0,72.67,5.0,2.0,4.0,3,14.0,B,"

MALICIOUS: YES

EVIDENCE:
- Event IDs: 4720, 4732
- Processes: None
- Accounts: hacking-local-acct, admmig
- Commands: None
- Network: jump01.offsec.lan
- Registry: None

EXPLANATION:
The logs show a newly created account named ""hacking-local-acct"" being immediately added to the local Users group by the subject account ""admmig"". The explicit use of ""hacking"" in the username, combined with rapid account provisioning and group membership modification, strongly indicates an attacker establishing a backdoor or persistence mechanism. This pattern deviates from standard administrative workflows and aligns with known malicious account creation techniques used to maintain unauthorized access."
qwen3.6-27b,ID60-High volume file downloaded with BITS.evtx,easy,A,processed,NO,100.0,83.3,YES,"3, 5, 59, 60",,OFFSEC\admmig,,https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso,,0.0,135.65,5.0,5.0,4.0,2,16.0,B,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 3, 5, 59, 60
- Processes: None
- Accounts: OFFSEC\admmig
- Commands: None
- Network: https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso
- Registry: None

EXPLANATION:
The logs indicate a standard BITS service operation downloading an official Ubuntu 20.04.3 desktop ISO from the legitimate Ubuntu releases website. This activity corresponds to routine administrative file distribution and lacks any indicators of compromise, such as suspicious domains, obfuscated commands, or privilege escalation. Therefore, the behavior is classified as benign routine operation."
qwen3.6-27b,ID4688-sqlcmd tool abuse in SQL Server.evtx,easy,A,processed,NO,100.0,100.0,YES,4688,"C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\SQLCMD.EXE, C:\Windows\System32\cmd.exe",admmig,"sqlcmd  -S .\RADAR,2020",,,0.0,85.24,6.0,6.0,4.0,3,19.0,A,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\SQLCMD.EXE, C:\Windows\System32\cmd.exe
- Accounts: admmig
- Commands: sqlcmd  -S .\RADAR,2020
- Network: None
- Registry: None

EXPLANATION:
The execution of the legitimate Microsoft SQL Server utility sqlcmd.exe from a command prompt by an administrative account (admmig) indicates routine database administration or migration activity. The command line targets a local SQL instance (.\RADAR,2020) without any suspicious parameters or external network connections. In isolation, this represents standard operational behavior on a database server rather than malicious activity."
qwen3.6-27b,ID12-LSA Protect mode enabled RunAsPPL.evtx,easy,D,processed,NO,100.0,100.0,YES,"14, 12",,,,WIN10-client01.offsec.lan,,0.0,75.64,6.0,5.0,4.0,1,16.0,B,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 14, 12
- Processes: None
- Accounts: None
- Commands: None
- Network: WIN10-client01.offsec.lan
- Registry: None

EXPLANATION:
The provided logs consist solely of standard Microsoft-Windows-Wininit events (IDs 12 and 14), which correspond to routine Windows boot manager initialization and BCD store configuration updates. There are no suspicious processes, account activities, command executions, or registry modifications present to indicate malicious behavior. Consequently, these events represent normal system startup and configuration operations rather than an attack pattern."
qwen3.6-27b,ID4664-symbolic link created.evtx,easy,A,processed,NO,100.0,100.0,YES,4664,,Admin,,,,0.0,49.89,6.0,5.0,4.0,2,17.0,A,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 4664
- Processes: None
- Accounts: Admin
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The event records a standard file access attempt by an administrative account targeting a Sysmon configuration file, which is typical for legitimate system monitoring setup or maintenance. Without accompanying indicators such as suspicious command execution, network connections, or privilege escalation patterns, this isolated file access represents routine administrative activity rather than an attack."
qwen3.6-27b,ID4673-Privilege SeMachineAccountPrivilege called.evtx,easy,A,processed,YES,100.0,100.0,YES,4673,C:\Windows\System32\lsass.exe,hack1,,rootdc1.offsec.lan,,0.0,100.06,6.0,2.0,4.0,3,15.0,B,"

MALICIOUS: YES

EVIDENCE:
- Event IDs: 4673
- Processes: C:\Windows\System32\lsass.exe
- Accounts: hack1
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION:
The log shows user hack1 accessing the Security Account Manager with SeMachineAccountPrivilege, a privilege commonly abused to create rogue computer accounts for attacks like DCSync. While isolated SAM access can be benign, this specific privilege and target combination is a strong indicator of malicious account manipulation."
qwen3.6-27b,ID4717-4718-System security granded to account.evtx,easy,A,processed,YES,100.0,100.0,YES,"4717, 4718",,admmig,,fs02.offsec.lan,,0.0,107.52,6.0,2.0,4.0,3,15.0,B,"

MALICIOUS: YES

EVIDENCE:
- Event IDs: 4717, 4718
- Processes: None
- Accounts: admmig
- Commands: None
- Network: fs02.offsec.lan
- Registry: None

EXPLANATION:
The logs show a rapid paired state change where the SeDenyServiceLogonRight is added and then immediately removed for the admmig account within 28 seconds. This quick toggle of a special logon right indicates deliberate manipulation of user permissions, which aligns with techniques used for privilege escalation or access control testing. The sequential modification and immediate reversal of a security policy right by the same actor strongly suggests malicious activity rather than routine administration."
qwen3.6-27b,ID5136-4662 sensitive GPO edited.evtx,easy,A,processed,NO,100.0,100.0,YES,"4662, 5136",,"admmig, FS02$, ROOTDC1$",,"offsec.lan, rootdc1.offsec.lan",,0.0,86.76,6.0,5.0,4.0,2,17.0,A,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 4662, 5136
- Processes: None
- Accounts: admmig, FS02$, ROOTDC1$
- Commands: None
- Network: offsec.lan, rootdc1.offsec.lan
- Registry: None

EXPLANATION:
The logs depict a standard Group Policy update workflow where the account admmig modifies a GPO version number, triggering subsequent access events from computer accounts FS02$ and ROOTDC1$. This pattern aligns with routine Active Directory policy replication and client refresh operations, showing no signs of malicious exploitation or unauthorized privilege escalation."
qwen3.6-27b,ID4964-Login of a member of a special group.evtx,easy,A,processed,NO,100.0,100.0,YES,4964,,"LOCAL SERVICE, ROOTDC1$, admmig",,,,0.0,104.38,6.0,5.0,4.0,3,18.0,A,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 4964
- Processes: None
- Accounts: LOCAL SERVICE, ROOTDC1$, admmig
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs exclusively contain Event ID 4964, which records routine privilege adjustments performed by system accounts (LOCAL SERVICE and ROOTDC1$) for the target account admmig. This repeated pattern is consistent with normal Windows Domain Controller operations where built-in services and the local computer account manage token rights for administrative or service accounts. Without accompanying indicators of compromise such as suspicious commands, registry modifications, or unauthorized network connections, this activity represents benign system behavior."
qwen3.6-27b,ID5124-OCSP security settings changed.evtx,easy,A,processed,NO,100.0,100.0,YES,"5120, 5121, 5123, 5124",,admmig,,pki01.offsec.lan,,0.0,151.80,6.0,5.0,4.0,2,17.0,A,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 5120, 5121, 5123, 5124
- Processes: None
- Accounts: admmig
- Commands: None
- Network: pki01.offsec.lan
- Registry: None

EXPLANATION:
The logs show a sequential series of configuration updates and permission modifications performed by the administrative account admmig on a PKI server. The modified properties (MaxNumOfCacheEntries, NumOfThreads, AuditFilter) and the subsequent assignment of access rights to standard OCSP service accounts indicate routine Active Directory Certificate Services tuning and maintenance. No unauthorized privilege escalation, suspicious command execution, or anomalous network connections are present to suggest malicious intent."
qwen3.6-27b,ID1-SYSMON driver unload (FilterManager).evtx,easy,A,processed,NO,100.0,100.0,YES,1,,,,,,0.0,63.62,6.0,5.0,4.0,3,18.0,A,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The log records a successful status (0x0) for the SysmonDrv filter driver, which is a legitimate component of the widely used Sysinternals System Monitor tool. This event reflects routine driver initialization and contains no suspicious commands, network connections, or privilege escalation indicators. Consequently, it represents benign system activity rather than an attack."
qwen3.6-27b,ID13-Defender service configuration disabled.evtx,easy,A,processed,NO,100.0,83.3,YES,13,C:\Windows\system32\services.exe,,,,HKLM\System\CurrentControlSet\Services\WdNisDrv\Start,0.0,71.01,5.0,5.0,4.0,2,16.0,B,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 13
- Processes: C:\Windows\system32\services.exe
- Accounts: None
- Commands: None
- Network: None
- Registry: HKLM\System\CurrentControlSet\Services\WdNisDrv\Start

EXPLANATION:
The logs show the legitimate Windows Service Control Manager (services.exe) modifying the start type of a known Microsoft Defender driver to manual mode. This is standard operating system behavior for service configuration and routine updates, with no indicators of unauthorized access or malicious intent. The near-identical duplicate entries represent typical logging artifacts rather than an attack pattern."
qwen3.6-27b,ID8-Module Virtualization disabled (Credential Guard).evtx,easy,A,processed,NO,100.0,100.0,YES,"7, 8, 9, 10",,,,"N900B7FFD.kapsch.co.at, N900B7FFD.kbceu.kbcnet.tech",,0.0,94.64,6.0,5.0,4.0,1,16.0,B,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 7, 8, 9, 10
- Processes: None
- Accounts: None
- Commands: None
- Network: N900B7FFD.kapsch.co.at, N900B7FFD.kbceu.kbcnet.tech
- Registry: None

EXPLANATION: 
The logs consist entirely of standard Windows Component Based Servicing events documenting the installation and state changes of built-in optional features such as WSL, Hyper-V platform, and Remote Desktop Client. These operations are initiated by legitimate system clients like the DISM Package Manager Provider and Windows Optional Component Manager, with successful error codes indicating routine administrative maintenance. There are no indicators of malicious behavior, unauthorized commands, or suspicious network activity present in the data."
qwen3.6-27b,ID4739-Domain policy changed by non system account.evtx,easy,A,processed,NO,100.0,100.0,YES,4739,,admmig,,rootdc1.offsec.lan,,0.0,107.03,6.0,5.0,4.0,2,17.0,A,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 4739
- Processes: None
- Accounts: admmig
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION: This event logs a domain policy modification initiated by the administrative account 'admmig' on the domain controller. In isolation, such routine administrative actions do not exhibit indicators of compromise like unauthorized privilege escalation, suspicious command execution, or anomalous network activity. Therefore, it is classified as benign without additional correlating events to suggest malicious intent."
qwen3.6-27b,BENIGN-ID1-mmc-c-windows-system32-services-msc.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\mmc.exe, C:\Windows\explorer.exe",WIN-FPV0DSIC9O6\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\services.msc"", C:\Windows\Explorer.EXE",,,0.0,72.95,6.0,5.0,4.0,2,17.0,A,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\mmc.exe, C:\Windows\explorer.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\services.msc"", C:\Windows\Explorer.EXE
- Network: None
- Registry: None

EXPLANATION:
The event shows a standard process creation where Windows Explorer launches the Microsoft Management Console to open the services.msc snap-in. This parent-child relationship and command line are consistent with routine administrative tasks performed by the local Administrator account. No suspicious indicators, such as anomalous parent processes, obfuscated arguments, or network connections, are present to suggest malicious activity."
qwen3.6-27b,BENIGN-ID1-mmc-c-windows-system32-eventvwr-msc.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\mmc.exe, C:\Windows\explorer.exe",WIN-FPV0DSIC9O6\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\eventvwr.msc"" /s, C:\Windows\Explorer.EXE",,,0.0,70.62,6.0,5.0,4.0,1,16.0,B,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\mmc.exe, C:\Windows\explorer.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\eventvwr.msc"" /s, C:\Windows\Explorer.EXE
- Network: None
- Registry: None

EXPLANATION:
The log shows a standard process creation event where Windows Explorer launches the Microsoft Management Console to open the Event Viewer snap-in. This represents a routine administrative action performed by a local Administrator account and contains no indicators of compromise, suspicious command-line arguments, or malicious network activity."
qwen3.6-27b,BENIGN-ID1-mmc-c-windows-system32-secpol-msc.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\mmc.exe, C:\Windows\System32\ServerManager.exe",WIN-FPV0DSIC9O6\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\secpol.msc"" /s, ""C:\Windows\system32\ServerManager.exe""",,,0.0,86.14,6.0,5.0,4.0,2,17.0,A,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\mmc.exe, C:\Windows\System32\ServerManager.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\secpol.msc"" /s, ""C:\Windows\system32\ServerManager.exe"" 
- Network: None
- Registry: None

EXPLANATION:
The event captures a standard administrative action where ServerManager.exe launches the Microsoft Management Console to open the Local Security Policy snap-in (secpol.msc) silently. This parent-child process relationship and command line are consistent with routine Windows server management tasks executed by the Administrator account. There are no indicators of compromise such as suspicious network connections, unauthorized registry modifications, or anomalous execution chains to suggest malicious activity."
qwen3.6-27b,BENIGN-ID1-rundll32-appxdeploymentextensions-onecore-dll-shellrefres.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\rundll32.exe, C:\Windows\System32\svchost.exe","WIN-FPV0DSIC9O6\Administrator, NT AUTHORITY\SYSTEM","rundll32.exe AppXDeploymentExtensions.OneCore.dll,ShellRefresh, C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc",,,0.0,110.81,6.0,5.0,4.0,3,18.0,A,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\rundll32.exe, C:\Windows\System32\svchost.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator, NT AUTHORITY\SYSTEM
- Commands: rundll32.exe AppXDeploymentExtensions.OneCore.dll,ShellRefresh, C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc
- Network: None
- Registry: None

EXPLANATION:
The event demonstrates a legitimate parent-child process chain where the standard AppXSvc service (svchost.exe) spawns rundll32.exe to load a verified Microsoft DLL for routine AppX package management. This is an expected Windows operating system function with no anomalous command lines, unauthorized privilege escalation, or suspicious network activity. Therefore, the isolated event represents benign system maintenance rather than malicious behavior."
qwen3.6-27b,BENIGN-ID1-mmc-c-windows-system32-comexp-msc.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\mmc.exe, C:\Windows\System32\ServerManager.exe",WIN-FPV0DSIC9O6\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\comexp.msc"", ""C:\Windows\system32\ServerManager.exe""",,,0.0,89.13,6.0,5.0,4.0,1,16.0,B,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\mmc.exe, C:\Windows\System32\ServerManager.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\comexp.msc"", ""C:\Windows\system32\ServerManager.exe""
- Network: None
- Registry: None

EXPLANATION:
The log captures a standard Sysmon Event ID 1 showing ServerManager.exe launching mmc.exe to open the Component Services console (comexp.msc). This parent-child execution chain and command line are typical for routine Windows server administration tasks. No suspicious indicators, such as anomalous network activity or unauthorized registry modifications, are present to suggest malicious intent."
qwen3.6-27b,BENIGN-ID1-mmc-c-windows-system32-gpedit-msc.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\mmc.exe, C:\Windows\System32\sihost.exe",WIN-FPV0DSIC9O6\Administrator,"""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpedit.msc, sihost.exe",,,0.0,82.95,6.0,5.0,4.0,3,18.0,A,"

MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\mmc.exe, C:\Windows\System32\sihost.exe
- Accounts: WIN-FPV0DSIC9O6\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpedit.msc, sihost.exe
- Network: None
- Registry: None

EXPLANATION:
The log captures a single Sysmon Event ID 1 indicating the launch of Microsoft Management Console (mmc.exe) to open the Local Group Policy Editor (gpedit.msc). The parent process is sihost.exe, a standard Windows shell infrastructure component, and the execution occurs under a local Administrator account with high integrity. This represents routine administrative activity with no suspicious process chains, privilege escalation, or malicious indicators present."
