# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4738-Password never expires.evtx,easy,A,processed,YES,100.0,100.0,YES,4738,,"t.okafor, j.varela",,,,0.0,3.21,6.0,2.0,4.0,2,14.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4738, 4738
- Processes: None
- Accounts: t.okafor, j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs show a rapid sequence of account modifications on the user 't.okafor' performed by 'j.varela', where the User Account Control (UAC) flags were first changed to enable account disablement (0x210) and then immediately reverted to normal status (0x10) within two seconds. This pattern of toggling account status flags is a common technique used by attackers to evade detection or disrupt monitoring while maintaining access, indicating malicious intent rather than routine administration."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4720-Local user created.evtx,easy,A,processed,YES,100.0,83.3,YES,"4720, 4732",,"hacking-local-acct, j.varela",,,,0.0,1.94,5.0,2.0,4.0,3,14.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4720, 4732
- Processes: None
- Accounts: hacking-local-acct, j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs show the creation of a new local account named ""hacking-local-acct"" followed immediately by its addition to the local ""Users"" group, a common tactic for establishing persistence or backdoor access. The account name itself is highly suspicious and indicative of malicious intent rather than routine administrative activity."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID60-High volume file downloaded with BITS.evtx,easy,A,processed,NO,100.0,83.3,YES,"3, 5, 59, 60",,CORPNB\j.varela,,https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso,,0.0,3.63,5.0,5.0,4.0,2,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 3, 5, 59, 60
- Processes: None
- Accounts: CORPNB\j.varela
- Commands: None
- Network: https://releases.ubuntu.com/20.04.3/ubuntu-20.04.3-desktop-amd64.iso
- Registry: None

EXPLANATION:
The logs show a user downloading a large, legitimate Ubuntu Linux ISO file from an official public repository using the Background Intelligent Transfer Service (BITS). This activity is consistent with routine software acquisition or testing and lacks indicators of malicious behavior such as data exfiltration to suspicious domains or execution of unauthorized binaries."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4688-sqlcmd tool abuse in SQL Server.evtx,easy,A,processed,NO,100.0,100.0,YES,4688,"SQLCMD.EXE, cmd.exe",j.varela,"sqlcmd  -S .\RADAR,2020",,,0.0,2.57,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4688
- Processes: SQLCMD.EXE, cmd.exe
- Accounts: j.varela
- Commands: sqlcmd  -S .\RADAR,2020
- Network: None
- Registry: None

EXPLANATION:
The event shows the execution of `sqlcmd` to connect to a local SQL Server instance (`.\RADAR`) by a user account, which is a standard administrative or application task. There are no indicators of malicious behavior such as suspicious command chaining, privilege escalation, or unauthorized network connections in this isolated event."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID12-LSA Protect mode enabled RunAsPPL.evtx,easy,D,processed,NO,100.0,100.0,YES,"14, 12",,,,,,0.0,2.28,6.0,4.0,4.0,1,15.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 14, 12
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs contain only standard system events from the Microsoft-Windows-Wininit provider, specifically Event ID 14 (configuration changes) and Event ID 12 (system startup/shutdown or similar status). There are no suspicious processes, commands, network connections, or registry modifications that would indicate malicious activity."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4664-symbolic link created.evtx,easy,A,processed,NO,100.0,100.0,YES,4664,,Admin,,,,0.0,2.16,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4664
- Processes: None
- Accounts: Admin
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The event indicates that the user ""Admin"" accessed a Sysmon configuration file located in the Downloads folder. This appears to be routine administrative activity involving the management or review of security tooling configuration, with no evidence of malicious execution, network communication, or unauthorized privilege escalation."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4673-Privilege SeMachineAccountPrivilege called.evtx,easy,A,processed,NO,100.0,100.0,YES,4673,C:\Windows\System32\lsass.exe,t.okafor,,,,0.0,2.63,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4673
- Processes: C:\Windows\System32\lsass.exe
- Accounts: t.okafor
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The event indicates that the user 't.okafor' exercised the 'SeMachineAccountPrivilege' privilege, which is a standard permission typically held by computer accounts to join domains or update machine account passwords. This activity is performed by the legitimate system process 'lsass.exe' and does not exhibit characteristics of malicious behavior such as unauthorized privilege escalation or suspicious command execution."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4717-4718-System security granded to account.evtx,easy,A,processed,NO,100.0,100.0,YES,"4717, 4718",,j.varela,,,,0.0,2.81,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4717, 4718
- Processes: None
- Accounts: j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs show the assignment (Event 4717) and subsequent removal (Event 4718) of the ""SeDenyServiceLogonRight"" privilege for the account ""j.varela"". This sequence represents a standard administrative action where a user is temporarily denied and then re-granted the right to log on as a service, which is a common benign configuration change rather than an attack indicator."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID5136-4662 sensitive GPO edited.evtx,easy,A,processed,YES,100.0,100.0,YES,"4662, 5136",,"j.varela, SRV1102$, DC0901$",,,,0.0,7.22,6.0,2.0,4.0,3,15.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4662, 5136
- Processes: None
- Accounts: j.varela, SRV1102$, DC0901$
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs show the account 'j.varela' modifying the 'versionNumber' attribute of a Group Policy Object (GPO) on the domain controller, which is a common technique for persistence or privilege escalation via GPO tampering. The subsequent access by machine accounts 'SRV1102$' and 'DC0901$' to the same GPO object indicates the policy is being applied or enforced, confirming the impact of the unauthorized modification."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4964-Login of a member of a special group.evtx,easy,A,processed,NO,100.0,100.0,YES,4964,,"LOCAL SERVICE, DC0901$, j.varela",,,,0.0,4.10,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4964
- Processes: None
- Accounts: LOCAL SERVICE, DC0901$, j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
Event ID 4964 indicates that a user's global group membership was changed, which is a routine administrative action often performed by system accounts like LOCAL SERVICE or DC0901$. There is no evidence of malicious command execution, network activity, or unauthorized access patterns in these logs."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID5124-OCSP security settings changed.evtx,easy,A,processed,NO,100.0,100.0,YES,"5121, 5120, 5123, 5124",,j.varela,,,,0.0,3.51,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 5121, 5120, 5123, 5124
- Processes: None
- Accounts: j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The events indicate routine administrative configuration changes to OCSP (Online Certificate Status Protocol) settings, such as modifying cache entries, thread counts, and audit filters. The account 'j.varela' appears to be a service or administrative account performing standard maintenance on the PKI infrastructure, with no evidence of privilege escalation, lateral movement, or malicious command execution."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID1-SYSMON driver unload (FilterManager).evtx,easy,A,processed,NO,100.0,100.0,YES,1,,,,,,0.0,1.93,6.0,4.0,4.0,1,15.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The event indicates the successful loading of the SysmonDrv driver, which is a legitimate system monitoring tool. There are no indicators of malicious activity, such as suspicious commands, unauthorized accounts, or network connections, in this single event."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID13-Defender service configuration disabled.evtx,easy,A,processed,NO,100.0,83.3,YES,13,C:\Windows\system32\services.exe,,,,HKLM\System\CurrentControlSet\Services\WdNisDrv\Start,0.0,2.98,5.0,5.0,4.0,2,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 13, 13
- Processes: C:\Windows\system32\services.exe
- Accounts: None
- Commands: None
- Network: None
- Registry: HKLM\System\CurrentControlSet\Services\WdNisDrv\Start

EXPLANATION:
The events show the Windows Service Control Manager (services.exe) setting the 'Start' value for the Windows Defender Network Inspection Service (WdNisDrv) to 3 (Manual), which is a standard system configuration change. There is no evidence of malicious activity, such as disabling security services (setting Start to 4) or unauthorized process execution."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID8-Module Virtualization disabled (Credential Guard).evtx,easy,A,processed,NO,100.0,100.0,YES,"8, 10, 7, 9",,,,,,0.0,6.79,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 8, 10, 7, 9
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The logs display standard Windows Servicing events (Event IDs 7, 8, 9, 10) related to the installation and state changes of optional Windows components such as Windows Defender, Printing features, and Hyper-V. All operations show successful completion with error code 0x0, indicating routine system maintenance or feature enablement rather than malicious activity. There are no suspicious processes, accounts, or network indicators present in the data."
Qwen3.8-Flash-Next-MLX-Serve-4bit,ID4739-Domain policy changed by non system account.evtx,easy,A,processed,NO,100.0,100.0,YES,4739,,j.varela,,,,0.0,2.72,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4739
- Processes: None
- Accounts: j.varela
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
This event (Event ID 4739) indicates that domain policy settings were changed, but all specific policy values (such as password length, lockout thresholds, and machine account quota) are recorded as ""-"" (unchanged or not applicable). There is no evidence of privilege escalation, suspicious command execution, or network activity associated with this single event. Therefore, it represents routine administrative activity or a no-op policy refresh rather than malicious behavior."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-mmc-c-windows-system32-services-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, explorer.exe",WKS6631\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\services.msc"" , C:\Windows\Explorer.EXE",,,0.0,3.22,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, explorer.exe
- Accounts: WKS6631\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\services.msc"" , C:\Windows\Explorer.EXE
- Network: None
- Registry: None

EXPLANATION:
The event shows the Administrator user launching the Microsoft Management Console (mmc.exe) to view the Services management snap-in (services.msc), which is a standard administrative task. There are no indicators of malicious behavior, such as suspicious command lines, network connections, or unauthorized privilege escalation, making this routine system administration activity."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-mmc-c-windows-system32-eventvwr-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, explorer.exe",WKS6631\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\eventvwr.msc"" /s, C:\Windows\Explorer.EXE",,,0.0,2.88,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, explorer.exe
- Accounts: WKS6631\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\eventvwr.msc"" /s, C:\Windows\Explorer.EXE
- Network: None
- Registry: None

EXPLANATION:
The event shows the Administrator launching the Event Viewer (eventvwr.msc) via the Microsoft Management Console (mmc.exe), which is a standard administrative task. There are no suspicious command lines, network connections, or unusual process behaviors indicating malicious activity."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-mmc-c-windows-system32-secpol-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, ServerManager.exe",WKS6631\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\secpol.msc"" /s, ""C:\Windows\system32\ServerManager.exe""",,,0.0,3.06,6.0,5.0,4.0,1,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, ServerManager.exe
- Accounts: WKS6631\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\secpol.msc"" /s, ""C:\Windows\system32\ServerManager.exe"" 
- Network: None
- Registry: None

EXPLANATION:
The event shows the Administrator launching the Local Security Policy console (secpol.msc) via Server Manager, which is a standard administrative task. There are no indicators of malicious activity, such as suspicious command lines, unauthorized network connections, or unusual process behaviors."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-rundll32-appxdeploymentextensions-onecore-dll-shellrefres.csv,,,processed,NO,100.0,100.0,YES,1,"C:\Windows\System32\rundll32.exe, C:\Windows\System32\svchost.exe","WKS6631\Administrator, NT AUTHORITY\SYSTEM","rundll32.exe AppXDeploymentExtensions.OneCore.dll,ShellRefresh, C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc",,,0.0,3.73,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\rundll32.exe, C:\Windows\System32\svchost.exe
- Accounts: WKS6631\Administrator, NT AUTHORITY\SYSTEM
- Commands: rundll32.exe AppXDeploymentExtensions.OneCore.dll,ShellRefresh, C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc
- Network: None
- Registry: None

EXPLANATION:
The event shows the legitimate Windows process `rundll32.exe` executing a standard system function (`ShellRefresh`) within the `AppXDeploymentExtensions.OneCore.dll` library. This activity is initiated by the `svchost.exe` process running under the `AppXSvc` service, which is a normal background operation for handling Windows Store app deployments and does not indicate malicious behavior."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-mmc-c-windows-system32-comexp-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, ServerManager.exe",WKS6631\Administrator,"""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\comexp.msc"" , ""C:\Windows\system32\ServerManager.exe""",,,0.0,3.10,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, ServerManager.exe
- Accounts: WKS6631\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\comexp.msc"" , ""C:\Windows\system32\ServerManager.exe"" 
- Network: None
- Registry: None

EXPLANATION:
The event shows the legitimate Microsoft Management Console (mmc.exe) being launched by ServerManager.exe to open the Component Services snap-in (comexp.msc). This is a standard administrative action performed by the Administrator account and does not exhibit characteristics of malicious activity such as suspicious process injection, unusual network connections, or unauthorized privilege escalation."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-mmc-c-windows-system32-gpedit-msc.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, sihost.exe",WKS6631\Administrator,"""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpedit.msc, sihost.exe",,,0.0,2.86,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, sihost.exe
- Accounts: WKS6631\Administrator
- Commands: ""C:\Windows\system32\mmc.exe"" C:\Windows\system32\gpedit.msc, sihost.exe
- Network: None
- Registry: None

EXPLANATION:
The event shows the Microsoft Management Console (mmc.exe) launching the Group Policy Editor (gpedit.msc), which is a standard administrative task. There are no indicators of malicious behavior, such as suspicious command lines, network connections, or unauthorized privilege escalation, making this routine system administration activity."
Qwen3.8-Flash-Next-MLX-Serve-4bit,BENIGN-ID1-dism-online.csv,,,processed,NO,100.0,100.0,YES,1,Dism.exe,WKS6631\Administrator,"C:\Windows\system32\dism.exe /online /logpath:""C:\Windows\debug\DNS-Server-Full-Role_install.dcpromoui_cbs.log"" /norestart /quiet /Enable-Feature /FeatureName:DNS-Server-Full-Role /FeatureName:DNS-Server-Tools /all",,,0.0,3.24,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: Dism.exe
- Accounts: WKS6631\Administrator
- Commands: C:\Windows\system32\dism.exe /online /logpath:""C:\Windows\debug\DNS-Server-Full-Role_install.dcpromoui_cbs.log"" /norestart /quiet /Enable-Feature /FeatureName:DNS-Server-Full-Role /FeatureName:DNS-Server-Tools /all
- Network: None
- Registry: None

EXPLANATION:
The event shows the legitimate Microsoft utility Dism.exe being used to install DNS Server roles, which is a standard administrative task. The command line arguments are consistent with routine system configuration rather than malicious activity."
